canonical_key,class,method,file,jdk_annotation,cache_result,randoop_sef,category,randoop_vs_cache,red_alert,reasons
java.util.Spliterators$IntArraySpliterator.forEachRemaining(java.util.function.IntConsumer),java.util.Spliterators$IntArraySpliterator,forEachRemaining,Spliterators.java,,SIDE_EFFECTING,False,Both Side-Effecting,Both Side-Effecting,False,mutates this via field index; mutates IntConsumer parameter via field nextElement; mutates IntConsumer parameter via field valueReady ... (+1 more)
java.util.Spliterators$IntArraySpliterator.getComparator(),java.util.Spliterators$IntArraySpliterator,getComparator,Spliterators.java,,SIDE_EFFECTING,False,Both Side-Effecting,Both Side-Effecting,False,this escapes to global scope
java.util.Spliterators$IntArraySpliterator.tryAdvance(java.util.function.IntConsumer),java.util.Spliterators$IntArraySpliterator,tryAdvance,Spliterators.java,,SIDE_EFFECTING,False,Both Side-Effecting,Both Side-Effecting,False,mutates this via field index; mutates IntConsumer parameter via field nextElement; mutates IntConsumer parameter via field valueReady ... (+1 more)
java.util.Spliterators$IntArraySpliterator.trySplit(),java.util.Spliterators$IntArraySpliterator,trySplit,Spliterators.java,,SIDE_EFFECTING,False,Both Side-Effecting,Both Side-Effecting,False,mutates this via field index; mutates this via field estimatedSize
"java.util.Spliterators$IntIteratorSpliterator.<init>(java.util.PrimitiveIterator$OfInt,int)",java.util.Spliterators$IntIteratorSpliterator,<init>,Spliterators.java,,SIDE_EFFECT_FREE,False,Unannotated Mismatch,Ours Only SEF,True,
"java.util.Spliterators$IntIteratorSpliterator.<init>(java.util.PrimitiveIterator$OfInt,long,int)",java.util.Spliterators$IntIteratorSpliterator,<init>,Spliterators.java,,SIDE_EFFECT_FREE,False,Unannotated Mismatch,Ours Only SEF,True,
java.util.Spliterators$IntIteratorSpliterator.characteristics(),java.util.Spliterators$IntIteratorSpliterator,characteristics,Spliterators.java,,SIDE_EFFECT_FREE,False,Unannotated Mismatch,Ours Only SEF,True,
java.util.Spliterators$IntIteratorSpliterator.estimateSize(),java.util.Spliterators$IntIteratorSpliterator,estimateSize,Spliterators.java,,SIDE_EFFECT_FREE,False,Unannotated Mismatch,Ours Only SEF,True,
java.util.Spliterators$IntIteratorSpliterator.forEachRemaining(java.util.function.IntConsumer),java.util.Spliterators$IntIteratorSpliterator,forEachRemaining,Spliterators.java,,SIDE_EFFECTING,False,Both Side-Effecting,Both Side-Effecting,False,IntConsumer parameter escapes to global scope; loaded object 'load it from parameter this' escapes to global scope
java.util.Spliterators$IntIteratorSpliterator.getComparator(),java.util.Spliterators$IntIteratorSpliterator,getComparator,Spliterators.java,,SIDE_EFFECTING,False,Both Side-Effecting,Both Side-Effecting,False,this escapes to global scope
java.util.Spliterators$IntIteratorSpliterator.tryAdvance(java.util.function.IntConsumer),java.util.Spliterators$IntIteratorSpliterator,tryAdvance,Spliterators.java,,SIDE_EFFECTING,False,Both Side-Effecting,Both Side-Effecting,False,IntConsumer parameter escapes to global scope; loaded object 'load it from parameter this' escapes to global scope
java.util.Spliterators$IntIteratorSpliterator.trySplit(),java.util.Spliterators$IntIteratorSpliterator,trySplit,Spliterators.java,,SIDE_EFFECTING,False,Both Side-Effecting,Both Side-Effecting,False,mutates this via field est; mutates this via field batch; loaded object 'callee: load it from parameter this' escapes to global scope
"java.util.Spliterators$IteratorSpliterator.<init>(java.util.Collection,int)",java.util.Spliterators$IteratorSpliterator,<init>,Spliterators.java,,SIDE_EFFECT_FREE,False,Unannotated Mismatch,Ours Only SEF,True,
"java.util.Spliterators$IteratorSpliterator.<init>(java.util.Iterator,int)",java.util.Spliterators$IteratorSpliterator,<init>,Spliterators.java,,SIDE_EFFECT_FREE,False,Unannotated Mismatch,Ours Only SEF,True,
"java.util.Spliterators$IteratorSpliterator.<init>(java.util.Iterator,long,int)",java.util.Spliterators$IteratorSpliterator,<init>,Spliterators.java,,SIDE_EFFECT_FREE,False,Unannotated Mismatch,Ours Only SEF,True,
java.util.Spliterators$IteratorSpliterator.characteristics(),java.util.Spliterators$IteratorSpliterator,characteristics,Spliterators.java,,SIDE_EFFECT_FREE,False,Unannotated Mismatch,Ours Only SEF,True,
java.util.Spliterators$IteratorSpliterator.estimateSize(),java.util.Spliterators$IteratorSpliterator,estimateSize,Spliterators.java,,SIDE_EFFECTING,False,Both Side-Effecting,Both Side-Effecting,False,mutates this via field it; mutates this via field est; loaded object 'load collection from parameter this' escapes to global scope
java.util.Spliterators$IteratorSpliterator.forEachRemaining(java.util.function.Consumer),java.util.Spliterators$IteratorSpliterator,forEachRemaining,Spliterators.java,,SIDE_EFFECTING,False,Both Side-Effecting,Both Side-Effecting,False,mutates this via field it; mutates this via field est; Consumer parameter escapes to global scope ... (+2 more)
java.util.Spliterators$IteratorSpliterator.getComparator(),java.util.Spliterators$IteratorSpliterator,getComparator,Spliterators.java,,SIDE_EFFECTING,False,Both Side-Effecting,Both Side-Effecting,False,this escapes to global scope
java.util.Spliterators$IteratorSpliterator.tryAdvance(java.util.function.Consumer),java.util.Spliterators$IteratorSpliterator,tryAdvance,Spliterators.java,,SIDE_EFFECTING,False,Both Side-Effecting,Both Side-Effecting,False,mutates this via field it; mutates this via field est; Consumer parameter escapes to global scope ... (+2 more)
java.util.Spliterators$IteratorSpliterator.trySplit(),java.util.Spliterators$IteratorSpliterator,trySplit,Spliterators.java,,SIDE_EFFECTING,False,Both Side-Effecting,Both Side-Effecting,False,mutates this via field it; mutates this via field batch; mutates this via field est ... (+2 more)
"java.util.Spliterators$LongArraySpliterator.<init>(long[],int)",java.util.Spliterators$LongArraySpliterator,<init>,Spliterators.java,,SIDE_EFFECT_FREE,False,Unannotated Mismatch,Ours Only SEF,True,
"java.util.Spliterators$LongArraySpliterator.<init>(long[],int,int,int)",java.util.Spliterators$LongArraySpliterator,<init>,Spliterators.java,,SIDE_EFFECT_FREE,False,Unannotated Mismatch,Ours Only SEF,True,
"java.util.Spliterators$LongArraySpliterator.<init>(long[],int,int,int,long)",java.util.Spliterators$LongArraySpliterator,<init>,Spliterators.java,,SIDE_EFFECT_FREE,False,Unannotated Mismatch,Ours Only SEF,True,
java.util.Spliterators$LongArraySpliterator.characteristics(),java.util.Spliterators$LongArraySpliterator,characteristics,Spliterators.java,,SIDE_EFFECT_FREE,False,Unannotated Mismatch,Ours Only SEF,True,
java.util.Spliterators$LongArraySpliterator.estimateSize(),java.util.Spliterators$LongArraySpliterator,estimateSize,Spliterators.java,,SIDE_EFFECT_FREE,False,Unannotated Mismatch,Ours Only SEF,True,
java.util.Spliterators$LongArraySpliterator.forEachRemaining(java.util.function.LongConsumer),java.util.Spliterators$LongArraySpliterator,forEachRemaining,Spliterators.java,,SIDE_EFFECTING,False,Both Side-Effecting,Both Side-Effecting,False,mutates this via field index; LongConsumer parameter escapes to global scope; loaded object 'load array from parameter this' escapes to global scope
java.util.Spliterators$LongArraySpliterator.getComparator(),java.util.Spliterators$LongArraySpliterator,getComparator,Spliterators.java,,SIDE_EFFECTING,False,Both Side-Effecting,Both Side-Effecting,False,this escapes to global scope
java.util.Spliterators$LongArraySpliterator.tryAdvance(java.util.function.LongConsumer),java.util.Spliterators$LongArraySpliterator,tryAdvance,Spliterators.java,,SIDE_EFFECTING,False,Both Side-Effecting,Both Side-Effecting,False,mutates this via field index; LongConsumer parameter escapes to global scope; loaded object 'load array from parameter this' escapes to global scope
java.util.Spliterators$LongArraySpliterator.trySplit(),java.util.Spliterators$LongArraySpliterator,trySplit,Spliterators.java,,SIDE_EFFECTING,False,Both Side-Effecting,Both Side-Effecting,False,mutates this via field index; mutates this via field estimatedSize
"java.util.Spliterators$LongIteratorSpliterator.<init>(java.util.PrimitiveIterator$OfLong,int)",java.util.Spliterators$LongIteratorSpliterator,<init>,Spliterators.java,,SIDE_EFFECT_FREE,False,Unannotated Mismatch,Ours Only SEF,True,
"java.util.Spliterators$LongIteratorSpliterator.<init>(java.util.PrimitiveIterator$OfLong,long,int)",java.util.Spliterators$LongIteratorSpliterator,<init>,Spliterators.java,,SIDE_EFFECT_FREE,False,Unannotated Mismatch,Ours Only SEF,True,
java.util.Spliterators$LongIteratorSpliterator.characteristics(),java.util.Spliterators$LongIteratorSpliterator,characteristics,Spliterators.java,,SIDE_EFFECT_FREE,False,Unannotated Mismatch,Ours Only SEF,True,
java.util.Spliterators$LongIteratorSpliterator.estimateSize(),java.util.Spliterators$LongIteratorSpliterator,estimateSize,Spliterators.java,,SIDE_EFFECT_FREE,False,Unannotated Mismatch,Ours Only SEF,True,
java.util.Spliterators$LongIteratorSpliterator.forEachRemaining(java.util.function.LongConsumer),java.util.Spliterators$LongIteratorSpliterator,forEachRemaining,Spliterators.java,,SIDE_EFFECTING,False,Both Side-Effecting,Both Side-Effecting,False,LongConsumer parameter escapes to global scope; loaded object 'load it from parameter this' escapes to global scope
java.util.Spliterators$LongIteratorSpliterator.getComparator(),java.util.Spliterators$LongIteratorSpliterator,getComparator,Spliterators.java,,SIDE_EFFECTING,False,Both Side-Effecting,Both Side-Effecting,False,this escapes to global scope
java.util.Spliterators$LongIteratorSpliterator.tryAdvance(java.util.function.LongConsumer),java.util.Spliterators$LongIteratorSpliterator,tryAdvance,Spliterators.java,,SIDE_EFFECTING,False,Both Side-Effecting,Both Side-Effecting,False,LongConsumer parameter escapes to global scope; loaded object 'load it from parameter this' escapes to global scope
java.util.Spliterators$LongIteratorSpliterator.trySplit(),java.util.Spliterators$LongIteratorSpliterator,trySplit,Spliterators.java,,SIDE_EFFECTING,False,Both Side-Effecting,Both Side-Effecting,False,mutates this via field batch; mutates this via field est; loaded object 'load it from parameter this' escapes to global scope
java.util.Spliterators.<init>(),java.util.Spliterators,<init>,Spliterators.java,,SIDE_EFFECT_FREE,False,Unannotated Mismatch,Ours Only SEF,True,
"java.util.Spliterators.checkFromToBounds(int,int,int)",java.util.Spliterators,checkFromToBounds,Spliterators.java,,SIDE_EFFECTING,False,Both Side-Effecting,Both Side-Effecting,False,writes to static field unknown
java.util.Spliterators.emptyDoubleSpliterator(),java.util.Spliterators,emptyDoubleSpliterator,Spliterators.java,SideEffectFree,SIDE_EFFECT_FREE,False,Match,Ours Only SEF,False,
java.util.Spliterators.emptyIntSpliterator(),java.util.Spliterators,emptyIntSpliterator,Spliterators.java,SideEffectFree,SIDE_EFFECT_FREE,False,Match,Ours Only SEF,False,
java.util.Spliterators.emptyLongSpliterator(),java.util.Spliterators,emptyLongSpliterator,Spliterators.java,SideEffectFree,SIDE_EFFECT_FREE,False,Match,Ours Only SEF,False,
java.util.Spliterators.emptySpliterator(),java.util.Spliterators,emptySpliterator,Spliterators.java,SideEffectFree,SIDE_EFFECT_FREE,False,Match,Ours Only SEF,False,
java.util.Spliterators.iterator(java.util.Spliterator$OfDouble),java.util.Spliterators,iterator,Spliterators.java,,SIDE_EFFECT_FREE,False,Unannotated Mismatch,Ours Only SEF,True,
java.util.Spliterators.iterator(java.util.Spliterator$OfInt),java.util.Spliterators,iterator,Spliterators.java,,SIDE_EFFECT_FREE,False,Unannotated Mismatch,Ours Only SEF,True,
java.util.Spliterators.iterator(java.util.Spliterator$OfLong),java.util.Spliterators,iterator,Spliterators.java,,SIDE_EFFECT_FREE,False,Unannotated Mismatch,Ours Only SEF,True,
java.util.Spliterators.iterator(java.util.Spliterator),java.util.Spliterators,iterator,Spliterators.java,,SIDE_EFFECT_FREE,False,Unannotated Mismatch,Ours Only SEF,True,
"java.util.Spliterators.spliterator(double[],int)",java.util.Spliterators,spliterator,Spliterators.java,,SIDE_EFFECT_FREE,False,Unannotated Mismatch,Ours Only SEF,True,
"java.util.Spliterators.spliterator(double[],int,int,int)",java.util.Spliterators,spliterator,Spliterators.java,,SIDE_EFFECTING,False,Both Side-Effecting,Both Side-Effecting,False,writes to static field unknown
"java.util.Spliterators.spliterator(int[],int)",java.util.Spliterators,spliterator,Spliterators.java,,SIDE_EFFECT_FREE,False,Unannotated Mismatch,Ours Only SEF,True,
"java.util.Spliterators.spliterator(int[],int,int,int)",java.util.Spliterators,spliterator,Spliterators.java,,SIDE_EFFECTING,False,Both Side-Effecting,Both Side-Effecting,False,writes to static field unknown
"java.util.Spliterators.spliterator(java.lang.Object[],int)",java.util.Spliterators,spliterator,Spliterators.java,,SIDE_EFFECT_FREE,False,Unannotated Mismatch,Ours Only SEF,True,
"java.util.Spliterators.spliterator(java.lang.Object[],int,int,int)",java.util.Spliterators,spliterator,Spliterators.java,,SIDE_EFFECTING,False,Both Side-Effecting,Both Side-Effecting,False,writes to static field unknown
"java.util.Spliterators.spliterator(java.util.Collection,int)",java.util.Spliterators,spliterator,Spliterators.java,,SIDE_EFFECT_FREE,False,Unannotated Mismatch,Ours Only SEF,True,
"java.util.Spliterators.spliterator(java.util.Iterator,long,int)",java.util.Spliterators,spliterator,Spliterators.java,,SIDE_EFFECT_FREE,False,Unannotated Mismatch,Ours Only SEF,True,
"java.util.Spliterators.spliterator(java.util.PrimitiveIterator$OfDouble,long,int)",java.util.Spliterators,spliterator,Spliterators.java,,SIDE_EFFECT_FREE,False,Unannotated Mismatch,Ours Only SEF,True,
"java.util.Spliterators.spliterator(java.util.PrimitiveIterator$OfInt,long,int)",java.util.Spliterators,spliterator,Spliterators.java,,SIDE_EFFECT_FREE,False,Unannotated Mismatch,Ours Only SEF,True,
"java.util.Spliterators.spliterator(java.util.PrimitiveIterator$OfLong,long,int)",java.util.Spliterators,spliterator,Spliterators.java,,SIDE_EFFECT_FREE,False,Unannotated Mismatch,Ours Only SEF,True,
"java.util.Spliterators.spliterator(long[],int)",java.util.Spliterators,spliterator,Spliterators.java,,SIDE_EFFECT_FREE,False,Unannotated Mismatch,Ours Only SEF,True,
"java.util.Spliterators.spliterator(long[],int,int,int)",java.util.Spliterators,spliterator,Spliterators.java,,SIDE_EFFECTING,False,Both Side-Effecting,Both Side-Effecting,False,writes to static field unknown
"java.util.Spliterators.spliteratorUnknownSize(java.util.Iterator,int)",java.util.Spliterators,spliteratorUnknownSize,Spliterators.java,,SIDE_EFFECT_FREE,False,Unannotated Mismatch,Ours Only SEF,True,
"java.util.Spliterators.spliteratorUnknownSize(java.util.PrimitiveIterator$OfDouble,int)",java.util.Spliterators,spliteratorUnknownSize,Spliterators.java,,SIDE_EFFECT_FREE,False,Unannotated Mismatch,Ours Only SEF,True,
"java.util.Spliterators.spliteratorUnknownSize(java.util.PrimitiveIterator$OfInt,int)",java.util.Spliterators,spliteratorUnknownSize,Spliterators.java,,SIDE_EFFECT_FREE,False,Unannotated Mismatch,Ours Only SEF,True,
"java.util.Spliterators.spliteratorUnknownSize(java.util.PrimitiveIterator$OfLong,int)",java.util.Spliterators,spliteratorUnknownSize,Spliterators.java,,SIDE_EFFECT_FREE,False,Unannotated Mismatch,Ours Only SEF,True,
java.util.StringJoiner.<init>(java.lang.CharSequence),java.util.StringJoiner,<init>,StringJoiner.java,SideEffectFree,SIDE_EFFECTING,False,Annotated Mismatch,Both Side-Effecting,False,CharSequence parameter escapes to global scope
"java.util.StringJoiner.<init>(java.lang.CharSequence,java.lang.CharSequence,java.lang.CharSequence)",java.util.StringJoiner,<init>,StringJoiner.java,SideEffectFree,SIDE_EFFECTING,False,Annotated Mismatch,Both Side-Effecting,False,CharSequence parameter escapes to global scope; CharSequence parameter escapes to global scope; CharSequence parameter escapes to global scope
java.util.StringJoiner.add(java.lang.CharSequence),java.util.StringJoiner,add,StringJoiner.java,,SIDE_EFFECTING,False,Both Side-Effecting,Both Side-Effecting,False,mutates this via field size; mutates this via field elts; mutates this via field len ... (+1 more)
"java.util.StringJoiner.checkAddLength(int,int)",java.util.StringJoiner,checkAddLength,StringJoiner.java,,SIDE_EFFECT_FREE,False,Unannotated Mismatch,Ours Only SEF,True,
java.util.StringJoiner.toString(),java.util.StringJoiner,toString,StringJoiner.java,SideEffectFree,SIDE_EFFECTING,True,Annotated Mismatch,Randoop Only SEF,False,loaded object 'load elts from parameter this' escapes to global scope; loaded object 'load prefix from parameter this' escapes to global scope; loaded object 'load suffix from parameter this' escapes to global scope ... (+1 more)
java.util.WeakHashMap.<init>(),java.util.WeakHashMap,<init>,WeakHashMap.java,,SIDE_EFFECTING,False,Both Side-Effecting,Both Side-Effecting,False,this escapes to global scope
java.util.WeakHashMap.newTable(int),java.util.WeakHashMap,newTable,WeakHashMap.java,,SIDE_EFFECT_FREE,False,Unannotated Mismatch,Ours Only SEF,True,
java.util.AbstractCollection.add(java.lang.Object),java.util.AbstractCollection,add,AbstractCollection.java,,NOT_IN_CACHE,False,Not In Cache,N/A,False,
java.util.AbstractCollection.addAll(java.util.Collection),java.util.AbstractCollection,addAll,AbstractCollection.java,,NOT_IN_CACHE,False,Not In Cache,N/A,False,
java.util.AbstractCollection.clear(),java.util.AbstractCollection,clear,AbstractCollection.java,,NOT_IN_CACHE,False,Not In Cache,N/A,False,
java.util.AbstractCollection.contains(java.lang.Object),java.util.AbstractCollection,contains,AbstractCollection.java,Pure,NOT_IN_CACHE,True,Not In Cache,N/A,False,
java.util.AbstractCollection.containsAll(java.util.Collection),java.util.AbstractCollection,containsAll,AbstractCollection.java,Pure,NOT_IN_CACHE,True,Not In Cache,N/A,False,
"java.util.AbstractCollection.finishToArray(java.lang.Object[],java.util.Iterator)",java.util.AbstractCollection,finishToArray,AbstractCollection.java,,NOT_IN_CACHE,False,Not In Cache,N/A,False,
java.util.AbstractCollection.isEmpty(),java.util.AbstractCollection,isEmpty,AbstractCollection.java,Pure,NOT_IN_CACHE,True,Not In Cache,N/A,False,
java.util.AbstractCollection.iterator(),java.util.AbstractCollection,iterator,AbstractCollection.java,SideEffectFree,NOT_IN_CACHE,False,Not In Cache,N/A,False,
java.util.AbstractCollection.remove(java.lang.Object),java.util.AbstractCollection,remove,AbstractCollection.java,,NOT_IN_CACHE,False,Not In Cache,N/A,False,
java.util.AbstractCollection.removeAll(java.util.Collection),java.util.AbstractCollection,removeAll,AbstractCollection.java,,NOT_IN_CACHE,False,Not In Cache,N/A,False,
java.util.AbstractCollection.retainAll(java.util.Collection),java.util.AbstractCollection,retainAll,AbstractCollection.java,,NOT_IN_CACHE,False,Not In Cache,N/A,False,
java.util.AbstractCollection.size(),java.util.AbstractCollection,size,AbstractCollection.java,Pure,NOT_IN_CACHE,True,Not In Cache,N/A,False,
java.util.AbstractCollection.toArray(),java.util.AbstractCollection,toArray,AbstractCollection.java,SideEffectFree,NOT_IN_CACHE,False,Not In Cache,N/A,False,
java.util.AbstractCollection.toArray(java.lang.Object[]),java.util.AbstractCollection,toArray,AbstractCollection.java,SideEffectFree,NOT_IN_CACHE,False,Not In Cache,N/A,False,
java.util.AbstractCollection.toString(),java.util.AbstractCollection,toString,AbstractCollection.java,SideEffectFree,NOT_IN_CACHE,True,Not In Cache,N/A,False,
java.util.AbstractList$Itr.checkForComodification(),java.util.AbstractList$Itr,checkForComodification,AbstractList.java,,NOT_IN_CACHE,False,Not In Cache,N/A,False,
java.util.AbstractList$Itr.hasNext(),java.util.AbstractList$Itr,hasNext,AbstractList.java,Pure,NOT_IN_CACHE,False,Not In Cache,N/A,False,
java.util.AbstractList$Itr.next(),java.util.AbstractList$Itr,next,AbstractList.java,,NOT_IN_CACHE,False,Not In Cache,N/A,False,
java.util.AbstractList$Itr.remove(),java.util.AbstractList$Itr,remove,AbstractList.java,,NOT_IN_CACHE,False,Not In Cache,N/A,False,
java.util.AbstractList$ListItr.<init>(int),java.util.AbstractList$ListItr,<init>,AbstractList.java,,NOT_IN_CACHE,False,Not In Cache,N/A,False,
java.util.AbstractList$ListItr.add(java.lang.Object),java.util.AbstractList$ListItr,add,AbstractList.java,,NOT_IN_CACHE,False,Not In Cache,N/A,False,
java.util.AbstractList$ListItr.hasPrevious(),java.util.AbstractList$ListItr,hasPrevious,AbstractList.java,,NOT_IN_CACHE,False,Not In Cache,N/A,False,
java.util.AbstractList$ListItr.nextIndex(),java.util.AbstractList$ListItr,nextIndex,AbstractList.java,,NOT_IN_CACHE,False,Not In Cache,N/A,False,
java.util.AbstractList$ListItr.previous(),java.util.AbstractList$ListItr,previous,AbstractList.java,,NOT_IN_CACHE,False,Not In Cache,N/A,False,
java.util.AbstractList$ListItr.previousIndex(),java.util.AbstractList$ListItr,previousIndex,AbstractList.java,,NOT_IN_CACHE,False,Not In Cache,N/A,False,
java.util.AbstractList$ListItr.set(java.lang.Object),java.util.AbstractList$ListItr,set,AbstractList.java,,NOT_IN_CACHE,False,Not In Cache,N/A,False,
"java.util.AbstractList$RandomAccessSpliterator.<init>(java.util.RandomAccessSpliterator,int,int)",java.util.AbstractList$RandomAccessSpliterator,<init>,AbstractList.java,,NOT_IN_CACHE,False,Not In Cache,N/A,False,
java.util.AbstractList$RandomAccessSpliterator.characteristics(),java.util.AbstractList$RandomAccessSpliterator,characteristics,AbstractList.java,,NOT_IN_CACHE,False,Not In Cache,N/A,False,
"java.util.AbstractList$RandomAccessSpliterator.checkAbstractListModCount(java.util.AbstractList,int)",java.util.AbstractList$RandomAccessSpliterator,checkAbstractListModCount,AbstractList.java,,NOT_IN_CACHE,False,Not In Cache,N/A,False,
java.util.AbstractList$RandomAccessSpliterator.estimateSize(),java.util.AbstractList$RandomAccessSpliterator,estimateSize,AbstractList.java,,NOT_IN_CACHE,False,Not In Cache,N/A,False,
java.util.AbstractList$RandomAccessSpliterator.forEachRemaining(java.util.function.Consumer),java.util.AbstractList$RandomAccessSpliterator,forEachRemaining,AbstractList.java,,NOT_IN_CACHE,False,Not In Cache,N/A,False,
"java.util.AbstractList$RandomAccessSpliterator.get(java.util.List,int)",java.util.AbstractList$RandomAccessSpliterator,get,AbstractList.java,,NOT_IN_CACHE,False,Not In Cache,N/A,False,
java.util.AbstractList$RandomAccessSpliterator.getFence(),java.util.AbstractList$RandomAccessSpliterator,getFence,AbstractList.java,,NOT_IN_CACHE,False,Not In Cache,N/A,False,
java.util.AbstractList$RandomAccessSpliterator.tryAdvance(java.util.function.Consumer),java.util.AbstractList$RandomAccessSpliterator,tryAdvance,AbstractList.java,,NOT_IN_CACHE,False,Not In Cache,N/A,False,
java.util.AbstractList$RandomAccessSpliterator.trySplit(),java.util.AbstractList$RandomAccessSpliterator,trySplit,AbstractList.java,,NOT_IN_CACHE,False,Not In Cache,N/A,False,
"java.util.AbstractList$RandomAccessSubList.<init>(java.util.AbstractList,int,int)",java.util.AbstractList$RandomAccessSubList,<init>,AbstractList.java,,NOT_IN_CACHE,False,Not In Cache,N/A,False,
"java.util.AbstractList$RandomAccessSubList.<init>(java.util.RandomAccessSubList,int,int)",java.util.AbstractList$RandomAccessSubList,<init>,AbstractList.java,,NOT_IN_CACHE,False,Not In Cache,N/A,False,
"java.util.AbstractList$RandomAccessSubList.subList(int,int)",java.util.AbstractList$RandomAccessSubList,subList,AbstractList.java,,NOT_IN_CACHE,False,Not In Cache,N/A,False,
"java.util.AbstractList$SubList.<init>(java.util.AbstractList,int,int)",java.util.AbstractList$SubList,<init>,AbstractList.java,,NOT_IN_CACHE,False,Not In Cache,N/A,False,
"java.util.AbstractList$SubList.<init>(java.util.SubList,int,int)",java.util.AbstractList$SubList,<init>,AbstractList.java,,NOT_IN_CACHE,False,Not In Cache,N/A,False,
"java.util.AbstractList$SubList.add(int,java.lang.Object)",java.util.AbstractList$SubList,add,AbstractList.java,,NOT_IN_CACHE,False,Not In Cache,N/A,False,
java.util.AbstractList$SubList.add(java.lang.Object),java.util.AbstractList$SubList,add,AbstractList.java,,NOT_IN_CACHE,False,Not In Cache,N/A,False,
"java.util.AbstractList$SubList.addAll(int,java.util.Collection)",java.util.AbstractList$SubList,addAll,AbstractList.java,,NOT_IN_CACHE,False,Not In Cache,N/A,False,
java.util.AbstractList$SubList.addAll(java.util.Collection),java.util.AbstractList$SubList,addAll,AbstractList.java,,NOT_IN_CACHE,False,Not In Cache,N/A,False,
java.util.AbstractList$SubList.checkForComodification(),java.util.AbstractList$SubList,checkForComodification,AbstractList.java,,NOT_IN_CACHE,False,Not In Cache,N/A,False,
java.util.AbstractList$SubList.get(int),java.util.AbstractList$SubList,get,AbstractList.java,,NOT_IN_CACHE,False,Not In Cache,N/A,False,
java.util.AbstractList$SubList.hasNext(),java.util.AbstractList$SubList,hasNext,AbstractList.java,Pure,NOT_IN_CACHE,False,Not In Cache,N/A,False,
java.util.AbstractList$SubList.hasPrevious(),java.util.AbstractList$SubList,hasPrevious,AbstractList.java,Pure,NOT_IN_CACHE,False,Not In Cache,N/A,False,
java.util.AbstractList$SubList.iterator(),java.util.AbstractList$SubList,iterator,AbstractList.java,,NOT_IN_CACHE,False,Not In Cache,N/A,False,
java.util.AbstractList$SubList.listIterator(int),java.util.AbstractList$SubList,listIterator,AbstractList.java,,NOT_IN_CACHE,False,Not In Cache,N/A,False,
java.util.AbstractList$SubList.next(java.util./*ListIterator),java.util.AbstractList$SubList,next,AbstractList.java,,NOT_IN_CACHE,False,Not In Cache,N/A,False,
java.util.AbstractList$SubList.nextIndex(),java.util.AbstractList$SubList,nextIndex,AbstractList.java,Pure,NOT_IN_CACHE,False,Not In Cache,N/A,False,
java.util.AbstractList$SubList.outOfBoundsMsg(int),java.util.AbstractList$SubList,outOfBoundsMsg,AbstractList.java,,NOT_IN_CACHE,False,Not In Cache,N/A,False,
java.util.AbstractList$SubList.previous(),java.util.AbstractList$SubList,previous,AbstractList.java,,NOT_IN_CACHE,False,Not In Cache,N/A,False,
java.util.AbstractList$SubList.previousIndex(),java.util.AbstractList$SubList,previousIndex,AbstractList.java,Pure,NOT_IN_CACHE,False,Not In Cache,N/A,False,
java.util.AbstractList$SubList.rangeCheckForAdd(int),java.util.AbstractList$SubList,rangeCheckForAdd,AbstractList.java,,NOT_IN_CACHE,False,Not In Cache,N/A,False,
java.util.AbstractList$SubList.remove(),java.util.AbstractList$SubList,remove,AbstractList.java,,NOT_IN_CACHE,False,Not In Cache,N/A,False,
java.util.AbstractList$SubList.remove(int),java.util.AbstractList$SubList,remove,AbstractList.java,,NOT_IN_CACHE,False,Not In Cache,N/A,False,
"java.util.AbstractList$SubList.removeRange(int,int)",java.util.AbstractList$SubList,removeRange,AbstractList.java,,NOT_IN_CACHE,False,Not In Cache,N/A,False,
"java.util.AbstractList$SubList.set(int,java.lang.Object)",java.util.AbstractList$SubList,set,AbstractList.java,,NOT_IN_CACHE,False,Not In Cache,N/A,False,
java.util.AbstractList$SubList.set(java.lang.Object),java.util.AbstractList$SubList,set,AbstractList.java,,NOT_IN_CACHE,False,Not In Cache,N/A,False,
java.util.AbstractList$SubList.size(),java.util.AbstractList$SubList,size,AbstractList.java,Pure,NOT_IN_CACHE,False,Not In Cache,N/A,False,
"java.util.AbstractList$SubList.subList(int,int)",java.util.AbstractList$SubList,subList,AbstractList.java,,NOT_IN_CACHE,False,Not In Cache,N/A,False,
java.util.AbstractList$SubList.updateSizeAndModCount(int),java.util.AbstractList$SubList,updateSizeAndModCount,AbstractList.java,,NOT_IN_CACHE,False,Not In Cache,N/A,False,
"java.util.AbstractList.add(int,java.lang.Object)",java.util.AbstractList,add,AbstractList.java,,NOT_IN_CACHE,False,Not In Cache,N/A,False,
java.util.AbstractList.add(java.lang.Object),java.util.AbstractList,add,AbstractList.java,,NOT_IN_CACHE,False,Not In Cache,N/A,False,
"java.util.AbstractList.addAll(int,java.util.Collection)",java.util.AbstractList,addAll,AbstractList.java,,NOT_IN_CACHE,False,Not In Cache,N/A,False,
java.util.AbstractList.clear(),java.util.AbstractList,clear,AbstractList.java,,NOT_IN_CACHE,False,Not In Cache,N/A,False,
java.util.AbstractList.equals(java.lang.Object),java.util.AbstractList,equals,AbstractList.java,Pure,NOT_IN_CACHE,True,Not In Cache,N/A,False,
java.util.AbstractList.get(int),java.util.AbstractList,get,AbstractList.java,Pure,NOT_IN_CACHE,True,Not In Cache,N/A,False,
